,Beta,Gamma,t,min(S),max(I)
599,0.35,0.55,19.068956286216476,4,9517
600,0.35,0.6,24.627723690468446,6,9348
601,0.35,0.65,14.573001049516847,2,9960
602,0.35,0.7,13.855007522072293,3,9409
603,0.35,0.75,13.732909948512335,4,9375
604,0.35,0.8,16.051903178709143,16,8718
605,0.35,0.85,0.06399167995614749,13026,1
606,0.35,0.9,11.888006836969756,14,8740
607,0.35,0.95,13.835518107781894,16,8740
608,0.35,1.0,11.673296756069679,9,9076
609,0.4,0.01,865.8057127603023,0,12747
610,0.4,0.05,207.2350651998378,0,12434
611,0.4,0.1,92.26314685179449,0,12123
612,0.4,0.15,77.47610051395979,0,12069
613,0.4,0.2,52.511835355437356,0,11490
614,0.4,0.25,41.281668446215306,0,10878
615,0.4,0.3,33.63135672020948,0,11631
616,0.4,0.35,34.26029039564635,0,11246
617,0.4,0.4,23.79991322935106,0,10029
618,0.4,0.45,24.14849096355051,0,11252
619,0.4,0.5,19.21887528723485,0,10823
620,0.4,0.55,18.005112081791236,0,10950
621,0.4,0.6,20.71027665328763,1,9963
622,0.4,0.65,14.068833461247433,0,10686
623,0.4,0.7,16.270707142987632,0,9845
624,0.4,0.75,13.650975188965807,5,9165
625,0.4,0.8,13.494675760014825,1,10073
626,0.4,0.85,0.005194579467341561,12891,1
627,0.4,0.9,10.750084708992736,0,9954
628,0.4,0.95,11.555596667898932,6,9305
629,0.4,1.0,11.035072042840884,0,9963
630,0.45,0.01,814.200988926714,0,12760
631,0.45,0.05,198.41145753238172,0,12539
632,0.45,0.1,94.44112634758429,0,12305
633,0.45,0.15,52.72142663582718,0,12198
634,0.45,0.2,59.031738012196435,0,11868
635,0.45,0.25,38.85588235194685,0,11711
636,0.45,0.3,35.07405233621263,0,11591
637,0.45,0.35,28.41341769965845,0,11105
638,0.45,0.4,26.671211052969852,0,11377
639,0.45,0.45,19.679641873190146,0,11205
640,0.45,0.5,18.460866392114514,0,10887
641,0.45,0.55,16.740746109433083,0,10454
642,0.45,0.6,17.43623840930632,10,9109
643,0.45,0.65,17.428770693685195,0,10464
644,0.45,0.7,14.284520256805148,0,10966
645,0.45,0.75,15.050040873811502,0,9858
646,0.45,0.8,10.788657985841763,0,10667
647,0.45,0.85,11.015350784135117,0,10188
648,0.45,0.9,11.45558887291052,0,10409
649,0.45,0.95,10.17040632078345,1,9927
650,0.45,1.0,9.61263877258762,0,9920
651,0.5,0.01,949.5180365293016,0,12837
652,0.5,0.05,216.27364421658717,0,12672
653,0.5,0.1,97.11259855166251,0,12394
654,0.5,0.15,83.55532941347954,0,12225
655,0.5,0.2,55.984987698926155,0,12050
656,0.5,0.25,33.50083683446797,0,11723
657,0.5,0.3,36.34609954162253,0,12040
658,0.5,0.35,36.95481716433324,0,11579
659,0.5,0.4,23.44820649709229,0,11289
660,0.5,0.45,22.629205143559588,0,11591
661,0.5,0.5,21.56342253709797,0,10558
662,0.5,0.55,18.326174960241485,0,10999
663,0.5,0.6,20.81106540397437,0,11256
664,0.5,0.65,20.016683978542066,0,10944
665,0.5,0.7,14.159058688002164,0,10928
666,0.5,0.75,0.07767350574802959,12992,1
667,0.5,0.8,12.553900475985994,0,10781
668,0.5,0.85,11.663431590904539,0,10567
669,0.5,0.9,13.118718060280006,0,10328
670,0.5,0.95,10.34917452305747,0,10416
671,0.5,1.0,13.266011413890045,0,10316
672,0.55,0.01,937.150409679181,0,12820
673,0.55,0.05,174.63492873950986,0,12706
674,0.55,0.1,101.58999967189988,0,12615
675,0.55,0.15,80.41911759172754,0,12407
676,0.55,0.2,47.57988818857207,0,12348
677,0.55,0.25,41.658629525780675,0,12109
678,0.55,0.3,29.796619601287645,0,11990
679,0.55,0.35,32.976769585865696,0,11618
680,0.55,0.4,26.52153108807876,0,11627
681,0.55,0.45,20.169783590443068,0,11516
682,0.55,0.5,26.916160454572786,0,10645
683,0.55,0.55,19.842777460138308,0,11714
684,0.55,0.6,16.89913904437903,0,11471
685,0.55,0.65,0.14018691912527398,12882,1
686,0.55,0.7,13.710462108937271,0,10971
687,0.55,0.75,15.052036946388212,0,10682
688,0.55,0.8,11.844477817876177,0,10280
689,0.55,0.85,13.103311090943869,0,11050
690,0.55,0.9,10.226835852534508,0,10803
691,0.55,0.95,11.29750485606534,0,10859
692,0.55,1.0,11.511068480719981,0,11423
693,0.6,0.01,999.3545106090497,0,12817
694,0.6,0.05,235.83974370081825,0,12683
695,0.6,0.1,95.29295040571138,0,12605
696,0.6,0.15,73.21899260379155,0,12453
697,0.6,0.2,53.57971436329638,0,12361
698,0.6,0.25,47.7162868153324,0,12316
699,0.6,0.3,32.168015816401464,0,12118
700,0.6,0.35,29.653631739524993,0,11914
701,0.6,0.4,33.729679639013284,0,12111
702,0.6,0.45,21.792229829316636,0,11894
703,0.6,0.5,18.01063550729032,0,11786
704,0.6,0.55,18.025732850417498,0,11517
705,0.6,0.6,15.048381613775428,0,11368
706,0.6,0.65,16.749387754500543,0,10702
707,0.6,0.7,17.135300591263732,0,11591
708,0.6,0.75,15.078800683030314,0,11096
709,0.6,0.8,13.158531517276044,0,11955
710,0.6,0.85,13.574846775510675,0,11295
711,0.6,0.9,11.647615802624886,0,10812
712,0.6,0.95,0.06369120175587177,12984,1
713,0.6,1.0,13.139109935015894,0,10891
714,0.65,0.01,1058.2232974488563,0,12942
715,0.65,0.05,182.982608155668,0,12805
716,0.65,0.1,90.78856653993336,0,12578
717,0.65,0.15,57.59400618444286,0,12468
718,0.65,0.2,46.5803219640962,0,12317
719,0.65,0.25,32.98594793743218,0,12435
720,0.65,0.3,35.13017781039669,0,12317
721,0.65,0.35,0.11274803487121356,12793,1
722,0.65,0.4,29.11421752070651,0,11802
723,0.65,0.45,25.642194358780657,0,12089
724,0.65,0.5,21.023721364338265,0,12087
725,0.65,0.55,20.515281966658595,0,11767
726,0.65,0.6,15.512701468457168,0,11332
727,0.65,0.65,16.0636345549632,0,11799
728,0.65,0.7,14.688197413669787,0,11474
729,0.65,0.75,13.678836800707344,0,11804
730,0.65,0.8,13.236411099403432,2,10428
731,0.65,0.85,13.351725980544579,0,11397
732,0.65,0.9,10.492801945347068,0,11121
733,0.65,0.95,12.72857739415482,0,11375
734,0.65,1.0,10.071927195737144,0,11172
735,0.7,0.01,939.7523945721492,0,12941
736,0.7,0.05,176.39909668275595,0,12723
737,0.7,0.1,124.28490596942957,0,12607
738,0.7,0.15,63.99813159341832,0,12658
739,0.7,0.2,48.464857851397284,0,12472
740,0.7,0.25,46.49604764186289,0,12290
741,0.7,0.3,35.03983537203881,0,12041
742,0.7,0.35,23.98842789334465,0,12164
743,0.7,0.4,24.133799421758933,0,12162
744,0.7,0.45,24.41735032454281,0,11563
745,0.7,0.5,28.095705882653608,0,12148
746,0.7,0.55,17.925867971931602,0,12237
747,0.7,0.6,20.413511104156484,0,11940
748,0.7,0.65,14.518651097424215,0,12161
749,0.7,0.7,15.360062847954547,0,11791
750,0.7,0.75,12.262625896290054,0,11637
751,0.7,0.8,13.03142295332108,0,12029
752,0.7,0.85,16.982157781832406,0,11497
753,0.7,0.9,10.119330788518091,0,11611
754,0.7,0.95,10.050211824608278,0,11583
755,0.7,1.0,12.147651614130591,0,11817
756,0.75,0.01,1003.9621698224652,0,12858
757,0.75,0.05,232.17777441622638,0,12769
758,0.75,0.1,107.30791856827813,0,12597
759,0.75,0.15,71.29654149621304,0,12617
760,0.75,0.2,48.86851350739892,0,12332
761,0.75,0.25,39.43102036783705,0,12626
762,0.75,0.3,24.571536737002727,0,12257
763,0.75,0.35,31.619512969828982,0,12324
764,0.75,0.4,23.067406370965482,0,12317
765,0.75,0.45,20.234144936785892,0,12072
766,0.75,0.5,16.25100735458117,0,12185
767,0.75,0.55,17.84361425663726,0,11598
768,0.75,0.6,12.840595334949892,0,11766
769,0.75,0.65,14.212104231153875,0,11852
770,0.75,0.7,20.34781175274196,0,12065
771,0.75,0.75,13.011984665940163,0,11903
772,0.75,0.8,12.109109673866062,0,11680
773,0.75,0.85,11.09033281020453,0,11810
774,0.75,0.9,10.924750893208998,0,11705
775,0.75,0.95,10.296027494734727,0,11666
776,0.75,1.0,8.582058266122889,0,11755
777,0.8,0.01,1204.586287432974,0,12885
778,0.8,0.05,237.0015862997664,0,12844
779,0.8,0.1,85.29427199706893,0,12582
780,0.8,0.15,73.9372157544768,0,12730
781,0.8,0.2,49.06541689199914,0,12508
782,0.8,0.25,48.61663807027176,0,12477
783,0.8,0.3,39.97214580303579,0,12415
784,0.8,0.35,26.603174922478434,0,12204
785,0.8,0.4,25.65135959271163,0,12164
786,0.8,0.45,22.727628368499843,0,12176
787,0.8,0.5,18.348321565611645,0,12370
788,0.8,0.55,16.407727516898092,0,12219
789,0.8,0.6,16.639076538069506,0,11154
790,0.8,0.65,15.634523524420807,0,12318
791,0.8,0.7,16.11063052076014,0,11775
792,0.8,0.75,13.17320918260936,0,11757
793,0.8,0.8,11.960865316681176,0,12154
794,0.8,0.85,9.936027752269752,0,11982
795,0.8,0.9,9.512522663146877,0,11996
796,0.8,0.95,11.875025629267972,0,11829
797,0.8,1.0,12.211624406883422,0,11908
798,0.85,0.01,1276.41642346413,0,12854
799,0.85,0.05,180.00695427540532,0,12782
800,0.85,0.1,90.4326147488422,0,12644
801,0.85,0.15,58.18480639034776,0,12634
802,0.85,0.2,43.56803508451537,0,12654
803,0.85,0.25,45.26058354001784,0,12551
804,0.85,0.3,34.762797850941055,0,12584
805,0.85,0.35,25.167840487927197,0,12473
806,0.85,0.4,22.31480308023236,0,12163
807,0.85,0.45,25.292962166719022,0,12411
808,0.85,0.5,19.997038477879126,0,12087
809,0.85,0.55,18.049082855467102,0,12226
810,0.85,0.6,17.297210738470604,0,12101
811,0.85,0.65,18.286633806830626,0,12183
812,0.85,0.7,16.075715779995132,0,12355
813,0.85,0.75,13.5635744256635,0,12046
814,0.85,0.8,13.968646622897671,0,12029
815,0.85,0.85,11.219923086028002,0,11595
816,0.85,0.9,17.757895096707852,0,12145
817,0.85,0.95,11.397299082969035,0,12120
818,0.85,1.0,11.281753220041587,0,11806
819,0.9,0.01,1033.9964212956038,0,12745
820,0.9,0.05,187.9438490446286,0,12690
821,0.9,0.1,106.8336765685264,0,12855
822,0.9,0.15,75.3238767815503,0,12576
823,0.9,0.2,48.399002471838386,0,12734
824,0.9,0.25,51.52473483578817,0,12587
825,0.9,0.3,29.80998486005921,0,12602
826,0.9,0.35,31.74682798528276,0,12522
827,0.9,0.4,26.91324009792213,0,12355
828,0.9,0.45,27.643666324787286,0,12472
829,0.9,0.5,18.349377536066587,0,12436
830,0.9,0.55,18.254038416677496,0,12232
831,0.9,0.6,17.208913473720568,0,12318
832,0.9,0.65,16.12026441575896,0,12003
833,0.9,0.7,11.65338290595616,0,12421
834,0.9,0.75,13.662540755667493,0,12035
835,0.9,0.8,13.472236380724885,0,12246
836,0.9,0.85,10.92006647385206,0,12197
837,0.9,0.9,9.926602175526511,0,11574
838,0.9,0.95,12.217908487466932,0,12276
839,0.9,1.0,10.401683672369646,0,11400
840,0.95,0.01,1011.0443474413362,0,12898
841,0.95,0.05,187.71770343350616,0,12894
842,0.95,0.1,88.4037807020002,0,12822
843,0.95,0.15,74.02964402395834,0,12714
844,0.95,0.2,45.2677516085659,0,12677
845,0.95,0.25,36.116804585455,0,12688
846,0.95,0.3,32.34926563587491,0,12361
847,0.95,0.35,29.48345944137445,0,12558
848,0.95,0.4,30.37578420086981,0,12506
849,0.95,0.45,18.146462671295506,0,12309
850,0.95,0.5,18.626516062732478,0,12458
851,0.95,0.55,18.259546606840587,0,12361
852,0.95,0.6,14.094360224797434,0,12480
853,0.95,0.65,12.896432518557544,0,12077
854,0.95,0.7,14.259796644630885,0,12354
855,0.95,0.75,13.412485162687274,0,11672
856,0.95,0.8,11.493705803085135,0,12246
857,0.95,0.85,13.912687707575884,0,12008
858,0.95,0.9,10.660418786306078,0,12256
859,0.95,0.95,8.4414437030032,0,12182
860,0.95,1.0,10.051910560254628,0,11940
861,1.0,0.01,996.3399248820103,0,12840
862,1.0,0.05,212.84495335270103,0,12879
863,1.0,0.1,113.96195030957914,0,12740
864,1.0,0.15,66.54541449195276,0,12687
865,1.0,0.2,63.78087100860035,0,12641
866,1.0,0.25,44.09734123307383,0,12584
867,1.0,0.3,33.19194623633102,0,12580
868,1.0,0.35,32.87929548246758,0,12491
869,1.0,0.4,30.308098322224726,0,12587
870,1.0,0.45,23.52366065600069,0,12539
871,1.0,0.5,28.798918226204496,0,12158
872,1.0,0.55,16.738323300971953,0,12446
873,1.0,0.6,14.47405027329964,0,11895
874,1.0,0.65,13.968470089010987,0,12246
875,1.0,0.7,13.795724582324276,0,12351
876,1.0,0.75,12.864240788955776,0,12240
877,1.0,0.8,14.482122680316634,0,12383
878,1.0,0.85,12.079506989149873,0,11541
879,1.0,0.9,12.99737778655557,0,12135
880,1.0,0.95,9.89171056081898,0,12259
881,1.0,1.0,10.058518924123485,0,11070
882,0.01,0.01,1125.6270709365842,36,9968
883,0.01,0.05,251.4741733832974,749,5466
884,0.01,0.1,4.214700224241085,12911,4
885,0.01,0.15,160.82560606100688,5445,1162
886,0.01,0.2,155.61029459485016,8330,438
887,0.01,0.25,3.14763275302063,12850,1
888,0.01,0.3,14.221848827951089,12864,2
889,0.01,0.35,9.09575150063278,12915,3
890,0.01,0.4,9.928024515421706,12889,7
891,0.01,0.45,5.162101542430827,12808,4
892,0.01,0.5,0.10558209848370334,12806,1
893,0.01,0.55,1.1368077063656483,12882,1
894,0.01,0.6,7.770785570777843,12828,3
895,0.01,0.65,3.6763455358919135,12886,2
896,0.01,0.7,1.0720245194028468,12951,1
897,0.01,0.75,3.061492561642317,12747,3
898,0.01,0.8,3.938168957562083,12981,6
899,0.01,0.85,3.670654033423784,12847,1
900,0.01,0.9,0.8661380028359867,12839,2
901,0.01,0.95,0.4985208528078269,12830,1
902,0.01,1.0,0.19824427042132453,12892,1
903,0.05,0.01,921.8737037006216,1,11893
904,0.05,0.05,327.9554205175557,29,10080
905,0.05,0.1,99.52505951378643,130,8230
906,0.05,0.15,81.3125128740923,275,6893
907,0.05,0.2,77.61860728994637,536,5969
908,0.05,0.25,53.95288770941181,891,4951
909,0.05,0.3,1.0758544910569217,12835,2
910,0.05,0.35,47.23866930486083,1844,3368
911,0.05,0.4,8.37098048748897,12826,6
912,0.05,0.45,41.84655362110757,2370,2720
913,0.05,0.5,38.93963400526657,3027,2206
914,0.05,0.55,0.103000216816069,12878,1
915,0.05,0.6,48.55370340960718,4626,1372
916,0.05,0.65,42.413186734291614,5053,1101
917,0.05,0.7,0.8809682237018599,12892,2
918,0.05,0.75,0.13590589487351107,12884,1
919,0.05,0.8,5.992377340436526,12806,14
920,0.05,0.85,0.3466783416863984,12886,2
921,0.05,0.9,0.0282571479349952,12986,1
922,0.05,0.95,2.5297108762684206,12810,2
923,0.05,1.0,16.18954009534053,12695,38
924,0.1,0.01,1495.3347980570404,0,12405
925,0.1,0.05,0.020345979472180125,12902,1
926,0.1,0.1,111.14533813012757,20,10028
927,0.1,0.15,62.353689568777426,53,8954
928,0.1,0.2,49.38371579108168,34,8730
929,0.1,0.25,41.617019344069774,182,7366
930,0.1,0.3,37.96368428187787,284,6601
931,0.1,0.35,41.193124476986796,344,6359
932,0.1,0.4,31.02880022101206,322,6297
933,0.1,0.45,27.8552687883761,675,5122
934,0.1,0.5,0.38956962929581024,12858,1
935,0.1,0.55,26.82835772785041,1084,4506
936,0.1,0.6,2.2511318501771207,12935,4
937,0.1,0.65,21.215083536550665,1406,3767
938,0.1,0.7,0.1792126202844271,12892,1
939,0.1,0.75,0.4655208101876489,12968,1
940,0.1,0.8,25.033243056758533,2125,3012
941,0.1,0.85,0.4316502252570512,13001,2
942,0.1,0.9,2.2055567531762126,12847,7
943,0.1,0.95,1.3955653361069351,12761,2
944,0.1,1.0,19.727256608496027,3832,1833
945,0.15,0.01,914.6967475745237,0,12463
946,0.15,0.05,232.42103410557468,0,11367
947,0.15,0.1,94.91651067598808,6,10575
948,0.15,0.15,68.97904828361078,7,10138
949,0.15,0.2,49.29460537032096,8,9573
950,0.15,0.25,44.279998428446504,36,8812
951,0.15,0.3,34.953244731234825,75,8131
952,0.15,0.35,0.02447420850050896,12915,1
953,0.15,0.4,0.3164811180129827,12939,1
954,0.15,0.45,0.973136323859464,12896,1
955,0.15,0.5,22.136467640633718,252,6559
956,0.15,0.55,18.575206692203203,379,6081
957,0.15,0.6,19.49359566003271,340,6192
958,0.15,0.65,0.08686656676088111,12840,1
959,0.15,0.7,0.24216839006040244,13009,1
960,0.15,0.75,0.12629630296991026,12944,1
961,0.15,0.8,16.41611693469969,989,4443
962,0.15,0.85,16.985749086704715,793,4756
963,0.15,0.9,18.675767321569282,1303,3963
964,0.15,0.95,0.10259607773073057,12751,1
965,0.15,1.0,14.495076557332995,1206,4086
966,0.2,0.01,965.5938133987332,0,12663
967,0.2,0.05,169.32795500171713,0,11903
968,0.2,0.1,103.328340976873,0,11239
969,0.2,0.15,63.99030732084379,0,10567
970,0.2,0.2,59.1295589261042,4,10082
971,0.2,0.25,35.824500400421115,0,10143
972,0.2,0.3,31.90359389159741,6,9713
973,0.2,0.35,26.455787546601115,27,8750
974,0.2,0.4,26.50255761579734,109,7887
975,0.2,0.45,37.92897413292769,51,8051
976,0.2,0.5,22.390463169732495,23,8679
977,0.2,0.55,20.277211903417466,67,7782
978,0.2,0.6,22.569948798127104,91,7450
979,0.2,0.65,17.738267353038303,165,6878
980,0.2,0.7,15.743189393275069,229,6628
981,0.2,0.75,17.241767040183618,197,6736
982,0.2,0.8,14.582880861565368,152,6879
983,0.2,0.85,11.967426947022455,304,6205
984,0.2,0.9,0.02035743777086301,12905,1
985,0.2,0.95,13.966869578173206,233,6243
986,0.2,1.0,13.324833758253591,450,5410
987,0.25,0.01,967.950416985876,0,12533
988,0.25,0.05,217.91640206948247,0,12174
989,0.25,0.1,94.46225035161129,0,11725
990,0.25,0.15,63.75424835036942,0,11291
991,0.25,0.2,54.042170879750564,1,10497
992,0.25,0.25,41.83539039829418,0,10421
993,0.25,0.3,45.27651867297994,1,10092
994,0.25,0.35,29.234513916518388,3,9770
995,0.25,0.4,0.9979315326412436,12841,2
996,0.25,0.45,24.84402190440207,38,8576
997,0.25,0.5,21.510688975533146,37,8399
998,0.25,0.55,20.47124083254852,77,7675
999,0.25,0.6,15.808259012474705,26,8443
1000,0.25,0.65,17.546331417662746,64,7733
1001,0.25,0.7,15.697283606384154,333,6308
1002,0.25,0.75,16.790013128706345,42,8163
1003,0.25,0.8,0.11619193542496592,13012,1
1004,0.25,0.85,17.538947904328076,76,7293
1005,0.25,0.9,12.501181124355073,60,7637
1006,0.25,0.95,11.532578537356136,214,6531
1007,0.25,1.0,0.5128736198627439,12814,1
1008,0.3,0.01,1054.729528225263,0,12647
1009,0.3,0.05,190.48323026720593,0,12284
1010,0.3,0.1,100.25841894168094,0,12039
1011,0.3,0.15,57.464025434522284,0,11530
1012,0.3,0.2,52.78643765252946,0,11155
1013,0.3,0.25,37.89072310750284,1,10497
1014,0.3,0.3,32.256594285502715,2,10087
1015,0.3,0.35,33.513393568583865,0,10703
1016,0.3,0.4,24.83849805880897,1,10240
1017,0.3,0.45,22.66768571687592,7,9730
1018,0.3,0.5,21.107712164055744,7,9344
1019,0.3,0.55,17.469506245286574,2,9705
1020,0.3,0.6,17.42103272064775,11,9103
1021,0.3,0.65,23.12999284122746,71,7786
1022,0.3,0.7,16.25994487672359,3,9118
1023,0.3,0.75,17.41401090091306,28,8266
1024,0.3,0.8,12.43872467192069,32,8154
1025,0.3,0.85,13.859297955960699,26,8208
1026,0.3,0.9,11.741809287563234,53,7949
1027,0.3,0.95,0.014028752165345071,12834,1
1028,0.3,1.0,13.444801507456797,41,8206
1029,0.35,0.01,884.4694085790276,0,12754
1030,0.35,0.05,228.5085121130214,0,12569
1031,0.35,0.1,128.8418148744077,0,12054
1032,0.35,0.15,72.72173964235743,0,11879
1033,0.35,0.2,58.50018841512014,0,11686
1034,0.35,0.25,35.017845100620605,0,11377
1035,0.35,0.3,34.80714897172186,0,11105
1036,0.35,0.35,35.6143477933889,0,10381
1037,0.35,0.4,24.095707380375615,0,10682
1038,0.35,0.45,22.866022215424557,0,10584
1039,0.35,0.5,21.071280841130267,1,9782
1040,0.35,0.55,20.581851378676287,0,10334
1041,0.35,0.6,16.557084595526625,9,9159
1042,0.35,0.65,14.77604585453315,5,9264
1043,0.35,0.7,15.269846550433671,1,10165
1044,0.35,0.75,19.872065836861452,1,9462
1045,0.35,0.8,14.736784496665372,0,9846
1046,0.35,0.85,0.12722329843075286,12782,1
1047,0.35,0.9,12.800159081819196,39,8347
1048,0.35,0.95,11.979110596085189,23,8505
1049,0.35,1.0,14.733771947519472,55,7688
1050,0.4,0.01,1126.08737116237,0,12791
1051,0.4,0.05,187.0431859177427,0,12502
1052,0.4,0.1,109.43497320989854,0,12196
1053,0.4,0.15,71.20420121663412,0,12208
1054,0.4,0.2,48.582422148711224,0,11150
1055,0.4,0.25,38.45123911331974,0,11727
1056,0.4,0.3,30.07999207026232,0,11309
1057,0.4,0.35,29.823966617917446,0,10816
1058,0.4,0.4,27.49789221582339,0,11115
1059,0.4,0.45,19.76273010161548,0,11042
1060,0.4,0.5,21.299524161249863,1,9985
1061,0.4,0.55,20.497525566813916,0,10539
1062,0.4,0.6,18.729297902731272,1,9815
1063,0.4,0.65,15.060301018536622,1,9861
1064,0.4,0.7,12.55126382421695,0,10795
1065,0.4,0.75,15.418080890130938,0,10423
1066,0.4,0.8,12.912193894789032,0,9880
1067,0.4,0.85,18.959193081028236,3,9586
1068,0.4,0.9,9.92162647048454,0,10245
1069,0.4,0.95,10.112614942328024,0,9788
1070,0.4,1.0,10.986419622053914,2,9464
1071,0.45,0.01,838.1204658271743,0,12898
1072,0.45,0.05,181.12459223944438,0,12600
1073,0.45,0.1,114.20622821617503,0,12145
1074,0.45,0.15,75.7210355200518,0,11943
1075,0.45,0.2,48.143554627591975,0,11676
1076,0.45,0.25,40.03703368863477,0,11795
1077,0.45,0.3,36.4757152282113,0,11589
1078,0.45,0.35,25.437012066602698,0,11422
1079,0.45,0.4,23.36057633716703,0,11513
1080,0.45,0.45,26.724726184244684,0,11037
1081,0.45,0.5,23.044096166899767,0,10690
1082,0.45,0.55,17.721001808940454,0,11049
1083,0.45,0.6,20.78847482927055,0,10427
1084,0.45,0.65,17.9397147432757,0,10405
1085,0.45,0.7,14.043863546028755,0,10734
1086,0.45,0.75,14.051354855338015,0,10675
1087,0.45,0.8,12.159467461593328,0,10139
1088,0.45,0.85,17.449141692239316,0,10551
1089,0.45,0.9,12.765483797890928,1,10156
1090,0.45,0.95,12.15718120751506,0,10239
1091,0.45,1.0,11.460949128499824,1,10116
1092,0.5,0.01,821.5499049360674,0,12725
1093,0.5,0.05,196.7777788812521,0,12648
1094,0.5,0.1,102.08530273466512,0,12431
1095,0.5,0.15,70.1646712775773,0,12370
1096,0.5,0.2,56.49903611480436,0,12040
1097,0.5,0.25,39.31697606154051,0,11973
1098,0.5,0.3,27.324507210440828,0,11676
1099,0.5,0.35,23.24087328615046,0,11570
1100,0.5,0.4,22.639180553270016,0,11351
1101,0.5,0.45,22.469559696797837,0,10690
1102,0.5,0.5,18.33764571168514,0,11241
1103,0.5,0.55,16.89570773607114,0,11173
1104,0.5,0.6,18.416116863124,0,11298
1105,0.5,0.65,15.112156425414787,0,10754
1106,0.5,0.7,15.539562009112847,0,9781
1107,0.5,0.75,15.459371354863762,0,10605
1108,0.5,0.8,0.012819510249402002,12919,1
1109,0.5,0.85,13.470510463372412,0,10342
1110,0.5,0.9,11.682082995215941,25,8438
1111,0.5,0.95,9.883230269068704,0,10744
1112,0.5,1.0,9.564620441095622,0,10475
1113,0.55,0.01,909.8775678953987,0,12826
1114,0.55,0.05,206.40153802588748,0,12648
1115,0.55,0.1,90.78686857677592,0,12399
1116,0.55,0.15,69.59431154067822,0,11758
1117,0.55,0.2,52.541157797060976,0,12354
1118,0.55,0.25,51.01831333038135,0,12095
1119,0.55,0.3,29.506040035467507,0,12136
1120,0.55,0.35,29.382781080407227,0,11618
1121,0.55,0.4,33.780889052665785,0,11709
1122,0.55,0.45,19.683352051342467,0,11570
1123,0.55,0.5,20.2934103944485,0,11393
1124,0.55,0.55,18.29108390983614,0,11612
1125,0.55,0.6,17.12246616360482,0,11027
1126,0.55,0.65,14.568646436842208,0,11187
1127,0.55,0.7,16.94796275388033,0,11273
1128,0.55,0.75,13.433352974889186,0,10978
1129,0.55,0.8,12.743158106053706,1,9753
1130,0.55,0.85,0.09424555270251593,12943,1
1131,0.55,0.9,11.756070118603434,0,10755
1132,0.55,0.95,11.624832590714199,0,10636
1133,0.55,1.0,13.829545045247734,0,9618
1134,0.6,0.01,908.1381020851917,0,12881
1135,0.6,0.05,185.39191765162246,0,12776
1136,0.6,0.1,117.22315046214352,0,12491
1137,0.6,0.15,56.39891983441015,0,12445
1138,0.6,0.2,52.393876224925364,0,12253
1139,0.6,0.25,39.25877210145651,0,12227
1140,0.6,0.3,29.064007630257546,0,12135
1141,0.6,0.35,30.1399771497924,0,11973
1142,0.6,0.4,28.598571889270936,0,11797
1143,0.6,0.45,25.331251518642183,0,11913
1144,0.6,0.5,20.39532107427538,0,11784
1145,0.6,0.55,19.20346388991175,0,11756
1146,0.6,0.6,22.54338479373254,0,10206
1147,0.6,0.65,14.4092079284254,0,11673
1148,0.6,0.7,14.44714240844926,0,10951
1149,0.6,0.75,13.421592234484944,0,11255
1150,0.6,0.8,14.091940867924885,0,11540
1151,0.6,0.85,11.357587165578446,0,11352
1152,0.6,0.9,10.109865520286387,0,11209
1153,0.6,0.95,9.621954939708637,0,11311
1154,0.6,1.0,8.681133319900956,0,10931
1155,0.65,0.01,846.6430036683493,0,12819
1156,0.65,0.05,220.22487688467248,0,12687
1157,0.65,0.1,95.71924177111558,0,12618
1158,0.65,0.15,62.65085032026665,0,12435
1159,0.65,0.2,48.167221104164675,0,12527
1160,0.65,0.25,49.26847399557706,0,12221
1161,0.65,0.3,28.328245291876122,0,12273
1162,0.65,0.35,31.39977774416123,0,12322
1163,0.65,0.4,22.76835523596149,0,11591
1164,0.65,0.45,20.499824789622725,0,11636
1165,0.65,0.5,20.003699699108,0,11958
1166,0.65,0.55,22.195610344157046,0,11863
1167,0.65,0.6,19.13067938684301,0,11796
1168,0.65,0.65,16.64653117577832,0,11731
1169,0.65,0.7,16.064546078205368,0,11544
1170,0.65,0.75,17.00871826395191,0,11373
1171,0.65,0.8,11.102479416858573,0,11480
1172,0.65,0.85,9.855943237985707,0,11314
1173,0.65,0.9,11.027188934643474,0,10940
1174,0.65,0.95,9.276196741623263,0,11319
1175,0.65,1.0,9.18291204234543,0,11435
1176,0.7,0.01,1039.879205203806,0,12865
1177,0.7,0.05,194.32277780126054,0,12742
1178,0.7,0.1,89.82956742181501,0,12594
1179,0.7,0.15,70.21952282832918,0,12611
1180,0.7,0.2,50.72093550259475,0,12138
1181,0.7,0.25,38.54448997146249,0,12416
1182,0.7,0.3,35.03626810914122,0,12500
1183,0.7,0.35,26.688890061217414,0,11667
1184,0.7,0.4,27.952488037250827,0,12134
1185,0.7,0.45,18.50229075191306,0,12208
1186,0.7,0.5,18.141803606110415,0,11884
1187,0.7,0.55,18.57762098481597,0,11995
1188,0.7,0.6,19.395704537617405,0,11931
1189,0.7,0.65,13.035802957229972,0,11516
1190,0.7,0.7,15.71556007983426,0,11653
1191,0.7,0.75,12.531962106075476,0,12020
1192,0.7,0.8,11.916698091177725,0,11546
1193,0.7,0.85,12.757278681340866,0,11661
1194,0.7,0.9,11.70044822572007,0,11173
1195,0.7,0.95,10.504502155688474,0,11576
