,Beta,Gamma,t,min(S),max(I)
1196,0.7,1.0,9.520543750206091,0,11009
1197,0.75,0.01,1047.0468698405234,0,12887
1198,0.75,0.05,196.97419134536,0,12742
1199,0.75,0.1,88.813382027157,0,12627
1200,0.75,0.15,73.46034637245363,0,12257
1201,0.75,0.2,40.27827641488602,0,12340
1202,0.75,0.25,40.54564631874211,0,12466
1203,0.75,0.3,30.86622658019021,0,11946
1204,0.75,0.35,28.64183237681064,0,12283
1205,0.75,0.4,23.914831985875164,0,12305
1206,0.75,0.45,21.78484073286224,0,12077
1207,0.75,0.5,18.96485670911734,0,12285
1208,0.75,0.55,16.038623738077597,0,11761
1209,0.75,0.6,14.808182182087808,0,11835
1210,0.75,0.65,16.212778834558748,0,11768
1211,0.75,0.7,17.21360960132951,0,11882
1212,0.75,0.75,15.086792532207124,0,12019
1213,0.75,0.8,12.732971339008095,0,11815
1214,0.75,0.85,17.447638013288525,0,11749
1215,0.75,0.9,10.936373336272972,0,11716
1216,0.75,0.95,9.566262850398203,0,11467
1217,0.75,1.0,10.0787988364541,4,10034
1218,0.8,0.01,967.5029673662597,0,12765
1219,0.8,0.05,233.6934000794224,0,12760
1220,0.8,0.1,85.01325021306052,0,12586
1221,0.8,0.15,65.24195827965667,0,12552
1222,0.8,0.2,48.75393196584328,0,12623
1223,0.8,0.25,38.337151663938066,0,12189
1224,0.8,0.3,30.21957395011068,0,12487
1225,0.8,0.35,29.750724202280878,0,12305
1226,0.8,0.4,25.71710617067664,0,12359
1227,0.8,0.45,23.221950881273216,0,12381
1228,0.8,0.5,19.96474455859273,0,12218
1229,0.8,0.55,19.693329374411572,0,12309
1230,0.8,0.6,20.27409612745325,0,12222
1231,0.8,0.65,16.041631023660482,0,11967
1232,0.8,0.7,18.422632004564253,0,11897
1233,0.8,0.75,16.407851165884303,0,11148
1234,0.8,0.8,11.897852312673848,0,11970
1235,0.8,0.85,12.294051484167356,0,11945
1236,0.8,0.9,11.619273513218946,0,11904
1237,0.8,0.95,8.277805600968938,0,11752
1238,0.8,1.0,10.642234724109931,0,11973
1239,0.85,0.01,905.3364333025413,0,12784
1240,0.85,0.05,197.42320899775643,0,12872
1241,0.85,0.1,113.2518304648097,0,12796
1242,0.85,0.15,61.899065985258595,0,12610
1243,0.85,0.2,53.36814780540097,0,12608
1244,0.85,0.25,36.78485817106915,0,12736
1245,0.85,0.3,30.430911214097492,0,11892
1246,0.85,0.35,22.606055804799922,0,12580
1247,0.85,0.4,26.045847841528214,0,12551
1248,0.85,0.45,20.480170293172005,0,12403
1249,0.85,0.5,20.348723328665432,0,12110
1250,0.85,0.55,22.086430681684046,0,12065
1251,0.85,0.6,15.71307146062778,0,12255
1252,0.85,0.65,15.160378262137058,0,12137
1253,0.85,0.7,12.9119899637825,0,12358
1254,0.85,0.75,12.754084743364864,0,12318
1255,0.85,0.8,10.613021387822359,0,11888
1256,0.85,0.85,12.708001425140734,0,11809
1257,0.85,0.9,14.563550833718145,0,11927
1258,0.85,0.95,11.022742553125727,0,12071
1259,0.85,1.0,9.073897288715708,0,11930
1260,0.9,0.01,807.2968537589894,0,13013
1261,0.9,0.05,227.97842819755024,0,12741
1262,0.9,0.1,81.15309385709266,0,12867
1263,0.9,0.15,62.906736855527356,0,12750
1264,0.9,0.2,44.50898973151303,0,12430
1265,0.9,0.25,37.423895272769926,0,12554
1266,0.9,0.3,35.023512383285336,0,12437
1267,0.9,0.35,29.06005338078225,0,12455
1268,0.9,0.4,25.76602963281633,0,12491
1269,0.9,0.45,25.98190983508521,0,12194
1270,0.9,0.5,16.639537681991975,0,12397
1271,0.9,0.55,16.755386510440633,0,12267
1272,0.9,0.6,16.16384983701325,0,12370
1273,0.9,0.65,17.911880844064726,0,12181
1274,0.9,0.7,14.764890394736181,0,12180
1275,0.9,0.75,11.229197438121467,0,12304
1276,0.9,0.8,14.961547087531256,0,12159
1277,0.9,0.85,10.573043501205394,0,12097
1278,0.9,0.9,10.636228929513742,0,12047
1279,0.9,0.95,12.005668773455314,0,12049
1280,0.9,1.0,9.145579429065377,0,11914
1281,0.95,0.01,1200.1488951107276,0,12946
1282,0.95,0.05,209.21738147524283,0,12759
1283,0.95,0.1,83.46585753798759,0,12670
1284,0.95,0.15,56.59797813645152,0,12664
1285,0.95,0.2,54.43902133925949,0,12644
1286,0.95,0.25,33.952822092928535,0,12627
1287,0.95,0.3,28.660742884210897,0,12529
1288,0.95,0.35,24.57181299791629,0,12253
1289,0.95,0.4,26.66993176736757,0,12238
1290,0.95,0.45,29.03056785815939,0,12453
1291,0.95,0.5,20.14505251587787,0,12355
1292,0.95,0.55,17.487022117157302,0,12346
1293,0.95,0.6,17.833583684507335,0,12406
1294,0.95,0.65,16.724038207416644,0,11756
1295,0.95,0.7,14.851916401731017,0,12126
1296,0.95,0.75,11.276080572452965,0,12408
1297,0.95,0.8,12.057564295775453,0,12124
1298,0.95,0.85,12.504124733094551,0,12266
1299,0.95,0.9,12.24749041595733,0,12097
1300,0.95,0.95,10.167027244881028,0,12356
1301,0.95,1.0,9.929792683463557,0,12207
1302,1.0,0.01,916.0848124254311,0,12911
1303,1.0,0.05,173.7643499542759,0,12964
1304,1.0,0.1,100.92221506539437,0,12755
1305,1.0,0.15,67.04815315486779,0,12591
1306,1.0,0.2,59.01479495525109,0,12507
1307,1.0,0.25,38.982297426155355,0,12264
1308,1.0,0.3,32.409669782524084,0,12391
1309,1.0,0.35,30.126712430921913,0,12418
1310,1.0,0.4,28.191192753304215,0,12571
1311,1.0,0.45,19.026970896053054,0,12464
1312,1.0,0.5,18.313195742414504,0,12631
1313,1.0,0.55,17.680722126585177,0,12434
1314,1.0,0.6,16.38025928943092,0,11608
1315,1.0,0.65,15.878772126653285,0,12511
1316,1.0,0.7,12.017335790997725,0,12322
1317,1.0,0.75,15.724336888613994,0,12459
1318,1.0,0.8,10.49166718891636,0,12506
1319,1.0,0.85,11.183190757292683,0,12303
1320,1.0,0.9,10.993312899976567,0,12083
1321,1.0,0.95,11.0820583926407,0,12339
1322,1.0,1.0,9.433606451409958,0,12137
0,0.01,0.01,1064.0551135314956,42,10100
1,0.01,0.05,216.0390573946036,756,5423
2,0.01,0.1,173.46287110883674,2942,2473
3,0.01,0.15,1.7442631349158115,12834,2
4,0.01,0.2,17.527319648531662,12996,4
5,0.01,0.25,10.395329471167543,12734,3
6,0.01,0.3,7.596381920577867,12836,2
7,0.01,0.35,7.578696547006986,12920,1
8,0.01,0.4,1.3173870979820612,12897,3
9,0.01,0.45,1.4146122311701408,12893,2
10,0.01,0.5,3.4936928848213897,12908,2
11,0.01,0.55,5.878455274828969,12911,8
12,0.01,0.6,2.078832311469898,12911,2
13,0.01,0.65,0.3788286431451832,12942,1
14,0.01,0.7,5.186641790119233,12897,3
15,0.01,0.75,0.8890014199394668,12766,3
16,0.01,0.8,8.926363184735312,12802,5
17,0.01,0.85,0.2797077854081126,12813,2
18,0.01,0.9,0.2787754833560508,12917,1
19,0.01,0.95,1.2070581024934506,12863,3
20,0.01,1.0,0.07161703841660241,12844,1
21,0.05,0.01,1118.0836176938342,1,11922
22,0.05,0.05,0.07822803830139452,12950,1
23,0.05,0.1,99.00116126763186,94,8296
24,0.05,0.15,83.92797566437329,253,7076
25,0.05,0.2,0.4811219716461976,12940,1
26,0.05,0.25,51.83538464633311,852,4941
27,0.05,0.3,46.771288826028346,1186,4372
28,0.05,0.35,0.14020725519255947,12877,1
29,0.05,0.4,49.494913056247604,1973,3041
30,0.05,0.45,44.515463677858456,3045,2387
31,0.05,0.5,0.2849320288456175,12924,1
32,0.05,0.55,43.76754801472044,3847,1804
33,0.05,0.6,1.1525924965104537,12952,2
34,0.05,0.65,0.4670815260610754,12950,2
35,0.05,0.7,0.21407535398045774,12773,1
36,0.05,0.75,2.0103619259605754,12886,3
37,0.05,0.8,0.6836412252227866,12810,2
38,0.05,0.85,0.4262699097783048,12923,1
39,0.05,0.9,4.4183721046589275,13029,4
40,0.05,0.95,2.893968338340996,12953,6
41,0.05,1.0,0.6748500936204401,12863,2
42,0.1,0.01,816.5365797813098,0,12404
43,0.1,0.05,195.6956960115989,1,11216
44,0.1,0.1,116.03132008225843,15,10100
45,0.1,0.15,66.11621251047785,37,9133
46,0.1,0.2,50.03947577017947,58,8377
47,0.1,0.25,46.99249499030612,171,7460
48,0.1,0.3,43.705078964715995,210,6962
49,0.1,0.35,32.65285300578249,306,6448
50,0.1,0.4,28.239329882426816,365,6028
51,0.1,0.45,27.465191164915275,444,5715
52,0.1,0.5,30.449962266989388,567,5215
53,0.1,0.55,27.292223340123357,1012,4395
54,0.1,0.6,1.3853657154905024,12890,1
55,0.1,0.65,0.4025007508929987,12922,1
56,0.1,0.7,0.2161827205456258,12885,1
57,0.1,0.75,0.14519741052538634,12875,1
58,0.1,0.8,0.10990932099352024,12874,1
59,0.1,0.85,1.3296557632449917,12843,5
60,0.1,0.9,21.51709687533988,2594,2558
61,0.1,0.95,1.2096466929572152,12915,2
62,0.1,1.0,21.803774152679487,4324,1561
63,0.15,0.01,847.6806689039531,0,12357
64,0.15,0.05,240.45772723439973,0,11785
65,0.15,0.1,107.15394028797691,3,10764
66,0.15,0.15,78.12736696890515,6,10042
67,0.15,0.2,55.48909200613122,47,8988
68,0.15,0.25,44.37553288570738,37,8912
69,0.15,0.3,43.56384732485418,36,8654
70,0.15,0.35,0.2958532544136785,12875,1
71,0.15,0.4,29.039217706894608,38,8187
72,0.15,0.45,28.350971269080297,157,7067
73,0.15,0.5,23.683471100290298,369,6066
74,0.15,0.55,24.740698184508442,547,5676
75,0.15,0.6,23.85009582445577,343,6180
76,0.15,0.65,0.3378075972120481,12978,1
77,0.15,0.7,20.021138248882178,565,5255
78,0.15,0.75,19.932216749589983,916,4671
79,0.15,0.8,15.760713153926165,595,5227
80,0.15,0.85,0.11355396642279647,12819,1
81,0.15,0.9,1.199789201288919,12877,2
82,0.15,0.95,0.7157298922461807,12845,1
83,0.15,1.0,0.5062909164001279,12931,1
84,0.2,0.01,859.7259740645337,0,12712
85,0.2,0.05,225.83857821634763,0,11912
86,0.2,0.1,132.16605483459054,1,11232
87,0.2,0.15,68.73589107218156,3,10513
88,0.2,0.2,70.08780533819184,16,9648
89,0.2,0.25,38.19698475148724,22,9367
90,0.2,0.3,37.72059308609011,54,8615
91,0.2,0.35,28.342697293063274,8,9162
92,0.2,0.4,26.624574140393467,42,8676
93,0.2,0.45,25.273480549852,79,7807
94,0.2,0.5,22.91240013262687,77,7882
95,0.2,0.55,20.79930694699134,103,7482
96,0.2,0.6,0.00449310306885741,12780,1
97,0.2,0.65,18.78165191175263,155,6944
98,0.2,0.7,16.867489787197858,149,6961
99,0.2,0.75,17.0696591229331,287,6322
100,0.2,0.8,0.2414659870364849,12795,1
101,0.2,0.85,15.323994170862756,334,6087
102,0.2,0.9,14.255465940338091,416,5674
103,0.2,0.95,15.611297561189925,483,5558
104,0.2,1.0,13.613094373100221,263,6265
105,0.25,0.01,858.3626580422792,0,12698
106,0.25,0.05,185.07666055869475,0,12099
107,0.25,0.1,92.00611784131391,0,11434
108,0.25,0.15,60.78704091024471,0,11440
109,0.25,0.2,46.66159756820257,2,10660
110,0.25,0.25,44.999717289619426,3,10117
111,0.25,0.3,34.861649119787565,0,10418
112,0.25,0.35,38.867901046017934,8,9789
113,0.25,0.4,27.54780028361064,5,9592
114,0.25,0.45,22.00816967849894,4,9587
115,0.25,0.5,22.27137963280262,12,8801
116,0.25,0.55,0.02400183704671665,12844,1
117,0.25,0.6,18.701754705361978,75,7867
118,0.25,0.65,14.210106890254181,26,8279
119,0.25,0.7,15.529803126938493,26,8529
120,0.25,0.75,13.898888765998562,72,7796
121,0.25,0.8,13.388899366921232,141,7085
122,0.25,0.85,12.733772185004494,118,7007
123,0.25,0.9,15.481077425238125,82,7638
124,0.25,0.95,10.454639043415044,105,7268
125,0.25,1.0,11.17356992560774,195,6527
126,0.3,0.01,839.2573206950552,0,12737
127,0.3,0.05,171.53958794528484,0,12452
128,0.3,0.1,118.21509143457294,0,11951
129,0.3,0.15,56.64657257970403,0,11677
130,0.3,0.2,41.88183391142485,0,11491
131,0.3,0.25,38.80861779367685,0,10867
132,0.3,0.3,32.740416520051134,0,10412
133,0.3,0.35,37.79475077899336,0,10272
134,0.3,0.4,28.834146763672965,0,10228
135,0.3,0.45,26.45785972636019,43,8442
136,0.3,0.5,18.68044263935252,5,9318
137,0.3,0.55,18.1012255949683,7,9452
138,0.3,0.6,0.03463268204001425,13029,1
139,0.3,0.65,15.084478066033912,9,9217
140,0.3,0.7,13.043992081022456,19,8722
141,0.3,0.75,17.005046839232822,67,7613
142,0.3,0.8,14.231630117692866,43,7979
143,0.3,0.85,19.344302665146554,28,8250
144,0.3,0.9,12.782367737965384,100,7202
145,0.3,0.95,11.735586609374044,120,7133
146,0.3,1.0,12.330447295035677,44,7766
147,0.35,0.01,1360.8934093522173,0,12766
148,0.35,0.05,197.50518975755745,0,12521
149,0.35,0.1,91.86616590583822,0,12217
150,0.35,0.15,67.88455849372069,0,11913
151,0.35,0.2,49.31881459558689,0,11538
152,0.35,0.25,41.41809676583596,0,11540
153,0.35,0.3,0.022998388733086364,12895,1
154,0.35,0.35,27.34908314337501,0,10345
155,0.35,0.4,33.26862590149868,0,10306
156,0.35,0.45,25.46629131445981,0,9990
157,0.35,0.5,21.463780734478764,0,10147
158,0.35,0.55,17.6581106281235,17,9136
159,0.35,0.6,24.24664464721084,11,8926
160,0.35,0.65,15.707352241526172,1,9940
161,0.35,0.7,14.57844529237648,28,8479
162,0.35,0.75,13.875421868175602,8,8915
163,0.35,0.8,13.614180169413512,2,9695
164,0.35,0.85,15.090349306747706,6,8960
165,0.35,0.9,14.868994774957262,37,7983
166,0.35,0.95,11.46446280584819,115,7165
167,0.35,1.0,10.629235534601102,25,8635
168,0.4,0.01,940.0159455383017,0,12691
169,0.4,0.05,177.03455233327148,0,12418
170,0.4,0.1,98.0021968504422,0,12028
171,0.4,0.15,53.71409853573722,0,11748
172,0.4,0.2,61.22648147204146,0,11905
173,0.4,0.25,0.0851789313517363,12887,1
174,0.4,0.3,35.05229125898201,0,11225
175,0.4,0.35,24.699302605199524,0,11251
176,0.4,0.4,29.28166440300575,1,10724
177,0.4,0.45,20.67108602105932,0,11284
178,0.4,0.5,21.397898300966833,0,11159
179,0.4,0.55,17.98906848070413,0,10935
180,0.4,0.6,15.92955452805973,0,10576
181,0.4,0.65,14.273355068578782,0,10050
182,0.4,0.7,15.574262756547144,0,10049
183,0.4,0.75,13.67909670208084,0,10368
184,0.4,0.8,12.228837547003375,3,9279
185,0.4,0.85,11.800519760117767,2,9487
186,0.4,0.9,11.025596349903145,1,9681
187,0.4,0.95,0.02829421601583256,12883,1
188,0.4,1.0,9.724634309533263,0,9518
189,0.45,0.01,1024.6237488570666,0,12769
190,0.45,0.05,186.5767535855328,0,12528
191,0.45,0.1,88.01031384090534,0,12248
192,0.45,0.15,85.58569124307756,0,12175
193,0.45,0.2,50.13095670955468,0,12080
194,0.45,0.25,34.231285993125965,0,11452
195,0.45,0.3,34.69009197995994,0,11518
196,0.45,0.35,32.888852764150464,0,10675
197,0.45,0.4,21.720955781203195,0,11582
198,0.45,0.45,22.424353097729544,0,11205
199,0.45,0.5,17.644646777385265,0,11096
200,0.45,0.55,20.07328388511013,0,10854
201,0.45,0.6,15.019865351353467,0,10963
202,0.45,0.65,12.555504201964887,0,10881
203,0.45,0.7,12.863104207235775,0,10013
204,0.45,0.75,11.463326887043214,0,10006
205,0.45,0.8,12.842122152751058,0,10809
206,0.45,0.85,14.333175421900988,0,10352
207,0.45,0.9,10.664475732789727,3,9558
208,0.45,0.95,13.168129244694605,7,9074
209,0.45,1.0,9.991209343847057,2,9607
210,0.5,0.01,915.0255365491538,0,12773
211,0.5,0.05,205.40899850126624,0,12700
212,0.5,0.1,98.47711737932156,0,12509
213,0.5,0.15,63.705862891944726,0,12202
214,0.5,0.2,51.96822767775944,0,11981
215,0.5,0.25,38.61726499886907,0,11887
216,0.5,0.3,39.18157298716634,0,11878
217,0.5,0.35,29.368371892505827,0,11756
218,0.5,0.4,30.276276433340104,1,10405
219,0.5,0.45,23.986840075314365,0,11703
220,0.5,0.5,21.871531638139896,0,11379
221,0.5,0.55,17.479677661065825,0,10804
222,0.5,0.6,17.948103090605844,0,11439
223,0.5,0.65,13.215710314940585,0,11093
224,0.5,0.7,17.452349890884108,0,11181
225,0.5,0.75,12.997776104426622,0,11067
226,0.5,0.8,12.13303315261085,0,9990
227,0.5,0.85,11.078931772808575,0,10876
228,0.5,0.9,10.906190012320227,0,10365
229,0.5,0.95,11.339065398621436,0,10382
230,0.5,1.0,11.433929767459768,0,10216
231,0.55,0.01,1354.0530655659234,0,12709
232,0.55,0.05,187.44479656892483,0,12824
233,0.55,0.1,103.66432203211956,0,12583
234,0.55,0.15,59.73156423675611,0,12358
235,0.55,0.2,56.77366596065318,0,12366
236,0.55,0.25,45.67001692978772,0,12030
237,0.55,0.3,38.079116690509316,0,11927
238,0.55,0.35,28.28663233887742,0,11487
239,0.55,0.4,26.108567884625202,0,11765
240,0.55,0.45,26.35166587079074,0,11602
241,0.55,0.5,21.6613442420142,0,11589
242,0.55,0.55,20.1405870252898,0,11880
243,0.55,0.6,15.427068417301964,0,10973
244,0.55,0.65,17.189568376991037,0,11029
245,0.55,0.7,13.881616653991392,0,11403
246,0.55,0.75,12.741729906773413,0,10846
247,0.55,0.8,11.605329964426794,0,10915
248,0.55,0.85,13.082032605257735,0,11006
249,0.55,0.9,11.050411671269288,0,10950
250,0.55,0.95,10.206376927959557,0,10633
251,0.55,1.0,10.485575012608306,0,10358
252,0.6,0.01,821.1479584856427,0,12865
253,0.6,0.05,195.85336661566106,0,12668
254,0.6,0.1,100.51588601543476,0,12561
255,0.6,0.15,85.95528990383761,0,12060
256,0.6,0.2,44.96386643234663,0,12229
257,0.6,0.25,38.53551944894443,0,12299
258,0.6,0.3,33.62318828761362,0,12146
259,0.6,0.35,24.862617746165505,0,12183
260,0.6,0.4,25.391618704661266,0,11889
261,0.6,0.45,23.22090918483293,0,11663
262,0.6,0.5,18.43022660316525,0,11643
263,0.6,0.55,16.332026595685445,0,11343
264,0.6,0.6,16.068372148465535,0,11134
265,0.6,0.65,15.073472022014167,0,11063
266,0.6,0.7,13.571424442137484,0,11443
267,0.6,0.75,13.832045007494973,0,11537
268,0.6,0.8,13.225510662784885,1,10027
269,0.6,0.85,11.689371729293947,4,9583
270,0.6,0.9,11.357940631483407,1,10915
271,0.6,0.95,9.231081786746401,0,11344
272,0.6,1.0,8.885020216469718,0,10595
273,0.65,0.01,990.0639662562364,0,12856
274,0.65,0.05,175.9570314756627,0,12831
275,0.65,0.1,102.440451886197,0,12677
276,0.65,0.15,63.328377431620865,0,12449
277,0.65,0.2,59.99360620507829,0,12488
278,0.65,0.25,43.358839425761204,0,12317
279,0.65,0.3,34.64912869424853,0,12074
280,0.65,0.35,37.97279082187157,0,12047
281,0.65,0.4,23.72705197749281,0,11976
282,0.65,0.45,18.815003504286924,0,12121
283,0.65,0.5,17.910440322334868,0,11919
284,0.65,0.55,21.091785892245074,0,11057
285,0.65,0.6,18.9088119269604,0,11207
286,0.65,0.65,14.379457423536065,0,11609
287,0.65,0.7,13.57761573391162,0,11526
288,0.65,0.75,14.302034189691556,0,11395
289,0.65,0.8,13.342044601912315,0,10423
290,0.65,0.85,12.67201109570144,0,11127
291,0.65,0.9,12.82748303503519,0,11179
292,0.65,0.95,16.913995029004706,0,10959
293,0.65,1.0,9.966583652160596,0,11300
294,0.7,0.01,993.499484151127,0,12948
295,0.7,0.05,191.86882690791836,0,12816
296,0.7,0.1,93.11204291404538,0,12617
297,0.7,0.15,59.41908011697472,0,12572
298,0.7,0.2,62.958583896773746,0,12278
299,0.7,0.25,44.5164053997847,0,12328
300,0.7,0.3,40.7330302559579,0,12026
301,0.7,0.35,27.75788802279673,0,12018
302,0.7,0.4,24.39107321188128,0,12032
303,0.7,0.45,21.129000066019753,0,12119
304,0.7,0.5,18.97936051200896,0,12088
305,0.7,0.55,18.019741481508586,0,11605
306,0.7,0.6,14.503614497465724,0,11511
307,0.7,0.65,17.500996894059597,0,11877
308,0.7,0.7,13.518669794192881,0,11779
309,0.7,0.75,11.905684609719806,0,11872
310,0.7,0.8,11.686928311313656,0,11769
311,0.7,0.85,10.783168497680698,0,11493
312,0.7,0.9,11.249578263480933,0,11474
313,0.7,0.95,9.712746650910297,0,11058
314,0.7,1.0,13.54433393871387,0,10470
315,0.75,0.01,908.2154886317247,0,12845
316,0.75,0.05,243.93498830395455,0,12683
317,0.75,0.1,116.20983518667002,0,12609
318,0.75,0.15,56.85192027258307,0,12633
319,0.75,0.2,52.64030355520517,0,12672
320,0.75,0.25,43.539615230920134,0,11879
321,0.75,0.3,31.193363996706395,0,12481
322,0.75,0.35,27.02781803140175,0,12309
323,0.75,0.4,22.9118792977656,0,12170
324,0.75,0.45,21.71467162617109,0,12200
325,0.75,0.5,20.183761604402832,0,12065
326,0.75,0.55,15.890353017784069,0,11902
327,0.75,0.6,21.00886344043856,0,12190
328,0.75,0.65,15.233687101441724,0,11855
329,0.75,0.7,13.655524593420234,0,11233
330,0.75,0.75,12.881039470161786,0,11389
331,0.75,0.8,12.52943310361574,0,11897
332,0.75,0.85,11.184914794963063,0,11636
333,0.75,0.9,11.807805047478285,0,11200
334,0.75,0.95,10.821823279992746,0,11878
335,0.75,1.0,10.382949057735367,0,11514
336,0.8,0.01,1053.6762263255434,0,12745
337,0.8,0.05,225.01141027569992,0,12906
338,0.8,0.1,89.352565878524,0,12586
339,0.8,0.15,77.57474147984347,0,12530
340,0.8,0.2,48.07436227240353,0,12666
341,0.8,0.25,38.89226467226899,0,12527
342,0.8,0.3,34.78508791953696,0,12481
343,0.8,0.35,37.24365940399692,0,11949
344,0.8,0.4,24.163914572566828,0,12288
345,0.8,0.45,26.484550615605933,0,12120
346,0.8,0.5,23.3044772004288,0,12509
347,0.8,0.55,22.54244346975512,0,12040
348,0.8,0.6,17.40300621226152,0,11893
349,0.8,0.65,13.327543641200304,0,11720
350,0.8,0.7,12.928834620579133,0,12251
351,0.8,0.75,16.25758195433128,0,12142
352,0.8,0.8,11.77940465478281,0,11790
353,0.8,0.85,12.026218894427455,0,11738
354,0.8,0.9,12.073394407442635,0,11616
355,0.8,0.95,10.57264549918691,0,12139
356,0.8,1.0,9.087878724059905,0,10228
357,0.85,0.01,966.6196171728726,0,12866
358,0.85,0.05,177.27326612691715,0,12783
359,0.85,0.1,83.4522176961857,0,12520
360,0.85,0.15,56.98566908109968,0,12588
361,0.85,0.2,55.73985714111628,0,12600
362,0.85,0.25,44.511678310906106,0,12523
363,0.85,0.3,33.15895787443923,0,12444
364,0.85,0.35,32.100813478495354,0,12360
365,0.85,0.4,24.45908661082693,0,12398
366,0.85,0.45,23.078839407534556,0,12144
367,0.85,0.5,17.990656261054536,0,12428
368,0.85,0.55,19.48540768454129,0,11761
369,0.85,0.6,15.809929991701875,0,12370
370,0.85,0.65,14.60931618313534,0,11673
371,0.85,0.7,17.471079189204637,0,12099
372,0.85,0.75,14.208057321973033,0,12069
373,0.85,0.8,12.346600228578081,0,11982
374,0.85,0.85,12.752462212998688,0,12214
375,0.85,0.9,11.115218773435723,0,11353
376,0.85,0.95,10.934142052223873,0,11997
377,0.85,1.0,10.00830620510428,0,11913
378,0.9,0.01,1008.3439470790947,0,12859
379,0.9,0.05,250.28253823232825,0,12787
380,0.9,0.1,131.27813951478586,0,12669
381,0.9,0.15,77.77010944571269,0,12582
382,0.9,0.2,54.11075468105445,0,12686
383,0.9,0.25,48.184880372145045,0,12487
384,0.9,0.3,32.729819495171995,0,12540
385,0.9,0.35,34.57736016902916,0,12484
386,0.9,0.4,22.837691901372608,0,12462
387,0.9,0.45,25.931446936350387,0,12472
388,0.9,0.5,18.01828784353125,0,12295
389,0.9,0.55,17.260108896969253,0,12428
390,0.9,0.6,13.740993615149007,0,12324
391,0.9,0.65,14.15960530661618,0,12389
392,0.9,0.7,11.917040242311268,0,12107
393,0.9,0.75,14.382822880309012,0,12169
394,0.9,0.8,11.055637244565792,0,11835
395,0.9,0.85,10.433607641195566,0,11913
396,0.9,0.9,11.70002781293273,0,11741
397,0.9,0.95,9.815204627688617,0,11889
398,0.9,1.0,9.784092466968326,0,12164
399,0.95,0.01,1083.8947669934703,0,12979
400,0.95,0.05,223.52333604902825,0,12789
401,0.95,0.1,91.72319808191143,0,12783
402,0.95,0.15,62.54982229477374,0,12583
403,0.95,0.2,55.60597174119264,0,12589
404,0.95,0.25,46.87905307522436,0,12618
405,0.95,0.3,31.558963162450876,0,12560
406,0.95,0.35,26.985562282679357,0,12557
407,0.95,0.4,22.16482568348789,0,12533
408,0.95,0.45,21.37574587045243,0,12278
409,0.95,0.5,19.989046856302128,0,12420
410,0.95,0.55,16.200049209844522,0,12356
411,0.95,0.6,15.75946705592039,0,12162
412,0.95,0.65,15.280733957416706,0,11763
413,0.95,0.7,14.012918279512224,0,12397
414,0.95,0.75,13.64855027320499,0,12327
415,0.95,0.8,10.877957149379423,0,12054
416,0.95,0.85,10.764637742237198,0,12208
417,0.95,0.9,10.470956317809554,0,12246
418,0.95,0.95,9.571476468273897,0,11969
419,0.95,1.0,10.83843993429224,0,11243
420,1.0,0.01,962.2311953433812,0,12821
421,1.0,0.05,178.08807684342807,0,12759
422,1.0,0.1,89.39521135627675,0,12715
423,1.0,0.15,59.792840713494435,0,12787
424,1.0,0.2,58.959752098276084,0,12537
425,1.0,0.25,40.86258303871257,0,12675
426,1.0,0.3,26.81655757169642,0,12500
427,1.0,0.35,28.609555755435327,0,12089
428,1.0,0.4,32.39550842853944,0,12467
429,1.0,0.45,22.89688996216051,0,12209
430,1.0,0.5,18.192776905346754,0,12407
431,1.0,0.55,15.808565326053598,0,12431
432,1.0,0.6,18.748217193950392,0,12503
433,1.0,0.65,14.48404318846296,0,12054
434,1.0,0.7,13.004186749826411,0,11981
435,1.0,0.75,11.028439891123183,0,12104
436,1.0,0.8,12.701936647145141,0,12087
437,1.0,0.85,10.02491270076638,0,12198
438,1.0,0.9,11.678082549053915,0,12063
439,1.0,0.95,8.686914677005545,0,12186
440,1.0,1.0,9.029366429606018,0,11935
441,0.01,0.01,1096.8314881676843,45,10152
442,0.01,0.05,231.6964791001103,709,5495
443,0.01,0.1,252.3727849807641,2577,2828
444,0.01,0.15,13.389639200589519,12912,9
445,0.01,0.2,174.19236665384344,8703,387
446,0.01,0.25,10.897857800682788,13012,7
447,0.01,0.3,8.387918823923707,12908,11
448,0.01,0.35,18.284810101513678,12954,12
449,0.01,0.4,0.1979675701185005,12971,1
450,0.01,0.45,5.326627145324512,12870,5
451,0.01,0.5,4.544237739648341,12874,2
452,0.01,0.55,1.7879726601006884,12860,1
453,0.01,0.6,0.09252193582976384,12872,1
454,0.01,0.65,2.603820808915749,12968,4
455,0.01,0.7,0.3310819597316899,12807,1
456,0.01,0.75,3.6393033024196426,12936,6
457,0.01,0.8,1.8637047029355367,12916,4
458,0.01,0.85,0.6131132293089482,12972,1
459,0.01,0.9,1.2932462752405172,12949,3
460,0.01,0.95,1.4076214673641143,12854,5
461,0.01,1.0,0.5528914051940997,12940,2
462,0.05,0.01,939.2039753092653,2,11981
463,0.05,0.05,225.2545058111977,30,10097
464,0.05,0.1,91.0671557417046,103,8291
465,0.05,0.15,1.950042647627598,12892,2
466,0.05,0.2,55.54337978842428,611,5694
467,0.05,0.25,54.11035132473285,822,4971
468,0.05,0.3,47.45247475189791,1263,4431
469,0.05,0.35,0.037600512870244684,12925,1
470,0.05,0.4,0.9722903268526952,12997,1
471,0.05,0.45,39.57234948939504,2775,2469
